Date,Latitude,Longitude,Depth_km,Magnitude_ML,Location,Nearest_Fault,Fault_Length_km,Fault_Width_m,Fault_Depth_m,Fault_Type,Length_km,Seismogenic_Depth_km,Slip_Rate_mm_per_yr,Max_Surface_Slip_m,Recurrence_Interval_yr,Last_Event_Year,Last_Event_Mw,Elapsed_Time_yr,Slip_Deficit_m,Normalized_Slip_m_per_km,Moment_Potential_Nm,Mw_Potential
2025-04-23,40.8681,28.4006,7,2.8,Marmara Denizi - [17.73 km] Büyükçekmece (İstanbul),Kuzey Anadolu Fay Zonu,10,2,3,strike-slip,1200,15,7.5,5,550,1999,7.4,26,0.195,0.004166666667,1.05E+20,2.648285581
2025-04-23,40.8683,28.4094,6.97,3.3,Marmara Denizi - [17.40 km] Büyükçekmece (İstanbul),Kuzey Anadolu Fay Zonu,10,2,3,strike-slip,1200,15,7.5,5,550,1999,7.4,26,0.195,0.004166666667,1.05E+20,2.648285581
2025-04-23,40.8372,28.2892,6.99,4.5,Marmara Denizi - [25.43 km] Silivri (İstanbul),Manyas Fay Zonu,15,2,2,normal (listric),38,12,0.8,0.5,600,1964,6.8,61,0.0488,0.01315789474,6.68E+17,1.183003946
2025-04-23,40.8369,28.3267,6.99,5.9,Marmara Denizi - [23.88 km] Büyükçekmece (İstanbul),Kuzey Anadolu Fay Zonu,10,2,3,strike-slip,1200,15,7.5,5,550,1999,7.4,26,0.195,0.004166666667,1.05E+20,2.648285581
2025-04-23,40.86,28.2444,6.92,6.2,Marmara Denizi - [23.16 km] Silivri (İstanbul),Kuzey Anadolu Fay Zonu Ganos Fayı,15,2,2,strike-slip,47.5,15,5,5.5,400,1912,7.4,113,0.565,0.1157894737,1.21E+19,2.021303047
2025-04-23,40.8403,28.2236,6.99,3.9,Marmara Denizi - [25.54 km] Silivri (İstanbul),Kuzey Anadolu Fay Zonu Ganos Fayı,15,2,2,strike-slip,47.5,15,5,5.5,400,1912,7.4,113,0.565,0.1157894737,1.21E+19,2.021303047
2025-04-22,40.3911,28.0383,7.68,3.2,Marmara Denizi - Bandırma Körfezi - [02.10 km] Bandırma (Balıkesir),Manyas Fay Zonu,15,5,2,normal (listric),38,12,0.8,0.5,600,1964,6.8,61,0.0488,0.01315789474,6.68E+17,1.183003946
2025-04-22,40.8228,28.1508,6.99,2,Marmara Denizi - [22.73 km] Marmaraereğlisi (Tekirdağ),Kuzey Anadolu Fay Zonu Ganos Fayı,15,2,2,strike-slip,47.5,15,5,5.5,400,1912,7.4,113,0.565,0.1157894737,1.21E+19,2.021303047
2025-04-20,39.5108,26.0883,12.72,2.1,Ayvacık (Çanakkale),Troya Fayı,6,2,4.5,oblique / uncertain,35,13,1.5,0.8,566.6666667,1910.333333,7.2,114.6666667,0.172,0.02285714286,2.35E+18,1.547107399
2025-04-19,40.4381,26.2503,19.75,3.4,Ege Denizi - Saros Körfezi - [14.69 km] Eceabat (Çanakkale),Troya Fayı,11,2,3,oblique / uncertain,35,13,1.5,0.8,566.6666667,1910.333333,7.2,114.6666667,0.172,0.02285714286,2.35E+18,1.547107399
2025-04-15,40.1236,28.5406,12.06,3.2,Mustafakemalpaşa (Bursa),Mustafakemalpaşa Fayı,20,4,2.3,strike-slip + minor normal,47.5,13.33333333,2.5,1.433333333,750,1650,7,375,0.9375,0.0301754386,1.78E+19,2.133816585
2025-04-14,39.5625,26.0267,9.37,2,Ege Denizi - [08.60 km] Ayvacık (Çanakkale),Troya Fayı,6,2,4.5,oblique / uncertain,35,13,1.5,0.8,566.6666667,1910.333333,7.2,114.6666667,0.172,0.02285714286,2.35E+18,1.547107399
2025-04-11,40.2381,27.0383,7.04,2.1,Biga (Çanakkale),Bekten Fayı,32,5,3.5,strike-slip + minor thrust,20,14.33333333,3.333333333,3.1,450,1650,7.1,375,1.25,0.155,1.08E+19,1.987605643
2025-04-07,40.1058,28.5689,6.99,3.5,Mustafakemalpaşa (Bursa),Mustafakemalpaşa Fayı,20,4,2.3,strike-slip + minor normal,47.5,13.33333333,2.5,1.433333333,750,1650,7,375,0.9375,0.0301754386,1.78E+19,2.133816585
2025-04-07,40.7303,27.3417,9.63,2,Marmara Denizi - [01.98 km] Şarköy (Tekirdağ),Kuzey Anadolu Fay Zonu Ganos Fayı,15,3,1.5,strike-slip,47.5,15,5,5.5,400,1912,7.4,113,0.565,0.1157894737,1.21E+19,2.021303047
2025-04-05,40.2597,29.4372,6.92,2,Yenişehir (Bursa),Kuzey Anadolu Fay Zonu,14,1.5,2,strike-slip,1200,15,7.5,5,550,1999,7.4,26,0.195,0.004166666667,1.05E+20,2.648285581
2025-04-05,40.1222,30.1803,7,2.5,Söğüt (Bilecik),Kuzey Anadolu Fay Zonu,16,1,2.5,strike-slip,1200,15,7.5,5,550,1999,7.4,26,0.195,0.004166666667,1.05E+20,2.648285581
2025-04-03,40.0633,26.0861,10.62,2.1,Ege Denizi - [09.13 km] Eceabat (Çanakkale),Troya Fayı,6,2,4.5,oblique / uncertain,35,13,1.5,0.8,566.6666667,1910.333333,7.2,114.6666667,0.172,0.02285714286,2.35E+18,1.547107399
2025-04-02,40.3019,27.3711,6.96,2.4,Biga (Çanakkale),Yenice-Gönen Fay Zonu,20,3,2.5,strike-slip,47.5,11,2.433333333,4.3,250,1953,7.4,72,0.1752,0.09052631579,2.75E+18,1.592494434
2025-03-30,39.68,26.3817,8.88,2.1,Ezine (Çanakkale),Kuzey Anadolu Fay Zonu,27,4,4,strike-slip,1200,15,7.5,5,550,1999,7.4,26,0.195,0.004166666667,1.05E+20,2.648285581
2025-03-29,40.4167,28.9925,6.16,2.4,Marmara Denizi - Gemlik Körfezi - [05.61 km] Armutlu (Yalova),Kuzey Anadolu Fay Zonu,10,2,3,strike-slip,1200,15,7.5,5,550,1999,7.4,26,0.195,0.004166666667,1.05E+20,2.648285581
2025-03-29,40.1919,28.9517,9,2,Nilüfer (Bursa),Kuzey Anadolu Fay Zonu Ulubat Fayı,7,2,3,strike-slip + minor vertical,50,15,3.5,3,650,1855,7,170,0.595,0.06,1.34E+19,2.051132989
2025-03-28,40.3778,27.2303,7,2.4,Biga (Çanakkale),Kuzey Anadolu Fay Zonu Ganos Fayı,15,4,3,strike-slip,47.5,15,5,5.5,400,1912,7.4,113,0.565,0.1157894737,1.21E+19,2.021303047
2025-03-27,39.9036,27.1917,12.14,2,Yenice (Çanakkale),Yenice-Gönen Fay Zonu,8,2,3,strike-slip,47.5,11,2.433333333,4.3,250,1953,7.4,72,0.1752,0.09052631579,2.75E+18,1.592494434
2025-03-27,40.1331,26.1244,12.27,2.1,Ege Denizi - [09.58 km] Eceabat (Çanakkale),Troya Fayı,11,2,3,oblique / uncertain,35,13,1.5,0.8,566.6666667,1910.333333,7.2,114.6666667,0.172,0.02285714286,2.35E+18,1.547107399
2025-03-25,40.2861,29.4711,7,2,Yenişehir (Bursa),Kuzey Anadolu Fay Zonu,14,1.5,2,strike-slip,1200,15,7.5,5,550,1999,7.4,26,0.195,0.004166666667,1.05E+20,2.648285581
2025-03-24,40.4547,27.4214,5.11,2.8,Marmara Denizi - [08.87 km] Marmara (Balıkesir),Kuzey Anadolu Fay Zonu Ganos Fayı,20,3,2.5,strike-slip,47.5,15,5,5.5,400,1912,7.4,113,0.565,0.1157894737,1.21E+19,2.021303047
2025-03-24,40.4211,27.1572,10.62,2.1,Biga (Çanakkale),Kuzey Anadolu Fay Zonu Ganos Fayı,15,4,3,strike-slip,47.5,15,5,5.5,400,1912,7.4,113,0.565,0.1157894737,1.21E+19,2.021303047
2025-03-22,40.47,26.3517,13.82,2,Ege Denizi - Saros Körfezi - [13.34 km] Gelibolu (Çanakkale),Kuzey Anadolu Fay Zonu,11,2,3,strike-slip,1200,15,7.5,5,550,1999,7.4,26,0.195,0.004166666667,1.05E+20,2.648285581
2025-03-22,39.9369,28.7747,6.93,2,Mustafakemalpaşa (Bursa),Orhaneli Fayı,15,4,3,strike-slip + thrust,30,13.33333333,2.5,1.433333333,700,1855,6.9,170,0.425,0.04777777778,5.10E+18,1.771713451
2025-03-19,39.9044,28.835,6.09,3.6,Orhaneli (Bursa),Orhaneli Fayı,15,4,3,strike-slip + thrust,30,13.33333333,2.5,1.433333333,700,1855,6.9,170,0.425,0.04777777778,5.10E+18,1.771713451
2025-03-19,39.5003,26.02,15.4,2.1,Ege Denizi - [04.57 km] Ayvacık (Çanakkale),Troya Fayı,6,2,4.5,oblique / uncertain,35,13,1.5,0.8,566.6666667,1910.333333,7.2,114.6666667,0.172,0.02285714286,2.35E+18,1.547107399
2025-03-17,40.2286,27.0442,11.09,2.5,Biga (Çanakkale),Bekten Fayı,32,5,3.5,strike-slip + minor thrust,20,14.33333333,3.333333333,3.1,450,1650,7.1,375,1.25,0.155,1.08E+19,1.987605643
2025-03-14,39.9378,27.2522,9.89,2.3,Yenice (Çanakkale),Yenice-Gönen Fay Zonu,8,2,3,strike-slip,47.5,11,2.433333333,4.3,250,1953,7.4,72,0.1752,0.09052631579,2.75E+18,1.592494434
2025-03-14,40.4344,28.83,11.04,2,Marmara Denizi - Gemlik Körfezi - [05.55 km] Mudanya (Bursa),Kuzey Anadolu Fay Zonu,10,2,3,strike-slip,1200,15,7.5,5,550,1999,7.4,26,0.195,0.004166666667,1.05E+20,2.648285581
2025-03-13,40.7314,28.9783,7.09,2,Marmara Denizi - [11.77 km] Çınarcık (Yalova),Kuzey Anadolu Fay Zonu,30,2.7,4,strike-slip,1200,15,7.5,5,550,1999,7.4,26,0.195,0.004166666667,1.05E+20,2.648285581
2025-03-13,40.7325,29.0028,8.54,2.6,Marmara Denizi - [11.53 km] Çınarcık (Yalova),Kuzey Anadolu Fay Zonu,30,2.7,4,strike-slip,1200,15,7.5,5,550,1999,7.4,26,0.195,0.004166666667,1.05E+20,2.648285581
2025-03-11,40.335,27.7519,6.99,2.9,Marmara Denizi - Erdek Körfezi - [04.82 km] Bandırma (Balıkesir),Manyas Fay Zonu,26,5,3,normal (listric),38,12,0.8,0.5,600,1964,6.8,61,0.0488,0.01315789474,6.68E+17,1.183003946
2025-03-10,40.4272,29.0258,10.84,2.3,Marmara Denizi - Gemlik Körfezi - [05.97 km] Gemlik (Bursa),Kuzey Anadolu Fay Zonu,10,2,3,strike-slip,1200,15,7.5,5,550,1999,7.4,26,0.195,0.004166666667,1.05E+20,2.648285581
2025-03-09,40.4753,29.1931,10.03,2.1,Gemlik (Bursa),Kuzey Anadolu Fay Zonu,10,2,3,strike-slip,1200,15,7.5,5,550,1999,7.4,26,0.195,0.004166666667,1.05E+20,2.648285581
2025-03-08,39.7681,27.8731,14.73,2.7,Karesi (Balıkesir),Havran-Balıkesir Fayı,19,3.5,3.5,strike-slip + transpression,75,13.33333333,2.5,1.433333333,600,1898,6.9,127,0.3175,0.01911111111,9.53E+18,1.952576656
2025-03-08,39.7822,27.8867,11.5,2.3,Karesi (Balıkesir),Havran-Balıkesir Fayı,19,3.5,3.5,strike-slip + transpression,75,13.33333333,2.5,1.433333333,600,1898,6.9,127,0.3175,0.01911111111,9.53E+18,1.952576656
2025-03-08,39.7797,27.8572,10.09,2.4,Karesi (Balıkesir),Havran-Balıkesir Fayı,19,3.5,3.5,strike-slip + transpression,75,13.33333333,2.5,1.433333333,600,1898,6.9,127,0.3175,0.01911111111,9.53E+18,1.952576656
2025-03-08,39.9558,26.8561,7,2.5,Çan (Çanakkale),Bekten Fayı,32,5,3.5,strike-slip + minor thrust,20,14.33333333,3.333333333,3.1,450,1650,7.1,375,1.25,0.155,1.08E+19,1.987605643
2025-03-06,40.4442,28.8253,8.79,2,Marmara Denizi - Gemlik Körfezi - [06.46 km] Mudanya (Bursa),Kuzey Anadolu Fay Zonu,10,2,3,strike-slip,1200,15,7.5,5,550,1999,7.4,26,0.195,0.004166666667,1.05E+20,2.648285581
2025-02-28,40.6206,28.9303,7.09,2.4,Marmara Denizi - [02.26 km] Çınarcık (Yalova),Kuzey Anadolu Fay Zonu,10,2,3,strike-slip,1200,15,7.5,5,550,1999,7.4,26,0.195,0.004166666667,1.05E+20,2.648285581
2025-02-28,40.1525,27.3169,11.69,2.2,Biga (Çanakkale),Bekten Fayı,8,4,2,strike-slip + minor thrust,20,14.33333333,3.333333333,3.1,450,1650,7.1,375,1.25,0.155,1.08E+19,1.987605643
2025-02-27,40.4931,27.5356,14.5,3,Marmara Denizi - [01.14 km] Marmara (Balıkesir),Kuzey Anadolu Fay Zonu Ganos Fayı,20,3,2.5,strike-slip,47.5,15,5,5.5,400,1912,7.4,113,0.565,0.1157894737,1.21E+19,2.021303047
2025-02-24,40.5192,27.1833,10.08,2.8,Marmara Denizi - [08.79 km] Biga (Çanakkale),Kuzey Anadolu Fay Zonu Ganos Fayı,15,4,3,strike-slip,47.5,15,5,5.5,400,1912,7.4,113,0.565,0.1157894737,1.21E+19,2.021303047
2025-02-22,40.5578,28.9222,10.38,2.8,Armutlu (Yalova),Kuzey Anadolu Fay Zonu,10,2,3,strike-slip,1200,15,7.5,5,550,1999,7.4,26,0.195,0.004166666667,1.05E+20,2.648285581
2025-02-20,40.4003,27.5378,9.87,2.3,Marmara Denizi - Erdek Körfezi - [10.19 km] Erdek (Balıkesir),Yenice-Gönen Fay Zonu,20,3,2.5,strike-slip,47.5,11,2.433333333,4.3,250,1953,7.4,72,0.1752,0.09052631579,2.75E+18,1.592494434
2025-02-19,40.6067,28.4442,7,2,Marmara Denizi - [25.84 km] Karacabey (Bursa),Kuzey Anadolu Fay Zonu Ulubat Fayı,16,2,3,strike-slip + minor vertical,50,15,3.5,3,650,1855,7,170,0.595,0.06,1.34E+19,2.051132989
2025-02-19,40.9378,26.8597,7,2.2,Malkara (Tekirdağ),Kuzey Anadolu Fay Zonu Ganos Fayı,10,4,1.5,strike-slip,47.5,15,5,5.5,400,1912,7.4,113,0.565,0.1157894737,1.21E+19,2.021303047
2025-02-17,40.7261,28.4956,13.8,2.3,Marmara Denizi - [29.51 km] Beylikdüzü (İstanbul),Kuzey Anadolu Fay Zonu,10,2,3,strike-slip,1200,15,7.5,5,550,1999,7.4,26,0.195,0.004166666667,1.05E+20,2.648285581
2025-02-17,40.7075,28.4911,13.15,2.3,Marmara Denizi - [31.55 km] Beylikdüzü (İstanbul),Kuzey Anadolu Fay Zonu,10,2,3,strike-slip,1200,15,7.5,5,550,1999,7.4,26,0.195,0.004166666667,1.05E+20,2.648285581
2025-02-17,40.6894,28.5069,10.2,2.6,Marmara Denizi - [32.63 km] Armutlu (Yalova),Kuzey Anadolu Fay Zonu,10,2,3,strike-slip,1200,15,7.5,5,550,1999,7.4,26,0.195,0.004166666667,1.05E+20,2.648285581
2025-02-13,40.4214,28.8553,10.32,2.1,Marmara Denizi - Gemlik Körfezi - [04.44 km] Mudanya (Bursa),Kuzey Anadolu Fay Zonu,10,2,3,strike-slip,1200,15,7.5,5,550,1999,7.4,26,0.195,0.004166666667,1.05E+20,2.648285581
2025-02-13,40.0211,30.0439,4.18,2.3,Merkez (Bilecik),Eskişehir Fay Zonu,30,1,2.5,left-lateral mixed,300,14,4.5,3,600,1956,6.4,69,0.3105,0.01,3.91E+19,2.361621433
2025-02-09,40.6222,27.6297,6,3.4,"Marmara Denizi, Marmara Adası, Marmara (Balıkesir)",Kuzey Anadolu Fay Zonu Ganos Fayı,26,5,3,strike-slip,47.5,15,5,5.5,400,1912,7.4,113,0.565,0.1157894737,1.21E+19,2.021303047
2025-02-09,39.6436,27.4425,13.33,2.2,İvrindi (Balıkesir),Havran-Balıkesir Fayı,15,3.5,3.5,strike-slip + transpression,75,13.33333333,2.5,1.433333333,600,1898,6.9,127,0.3175,0.01911111111,9.53E+18,1.952576656
2025-02-07,40.5744,27.8947,7,2.2,Marmara Denizi - [07.69 km] Erdek (Balıkesir),Manyas Fay Zonu,15,5,2,normal (listric),38,12,0.8,0.5,600,1964,6.8,61,0.0488,0.01315789474,6.68E+17,1.183003946
2025-02-02,39.6908,26.3872,7.43,2.3,Ezine (Çanakkale),Kuzey Anadolu Fay Zonu,27,4,4,strike-slip,1200,15,7.5,5,550,1999,7.4,26,0.195,0.004166666667,1.05E+20,2.648285581
2025-01-31,41.1914,30.0967,7.1,2.6,Karadeniz - [09.18 km] Kandıra (Kocaeli),Kuzey Anadolu Fay Zonu,8,4,2,strike-slip,1200,15,7.5,5,550,1999,7.4,26,0.195,0.004166666667,1.05E+20,2.648285581
2025-01-30,39.9392,28.8111,7.74,2.5,Mustafakemalpaşa (Bursa),Orhaneli Fayı,15,4,3,strike-slip + thrust,30,13.33333333,2.5,1.433333333,700,1855,6.9,170,0.425,0.04777777778,5.10E+18,1.771713451
2025-01-29,40.2044,28.9714,6.33,2.5,Nilüfer (Bursa),Kuzey Anadolu Fay Zonu Ulubat Fayı,7,2,3,strike-slip + minor vertical,50,15,3.5,3,650,1855,7,170,0.595,0.06,1.34E+19,2.051132989
2025-01-28,40.2006,28.9711,10.98,2.2,Nilüfer (Bursa),Kuzey Anadolu Fay Zonu Ulubat Fayı,7,2,3,strike-slip + minor vertical,50,15,3.5,3,650,1855,7,170,0.595,0.06,1.34E+19,2.051132989
2025-01-28,40.4619,27.5411,7,2.4,Marmara Denizi - [04.30 km] Marmara (Balıkesir),Kuzey Anadolu Fay Zonu Ganos Fayı,20,3,2.5,strike-slip,47.5,15,5,5.5,400,1912,7.4,113,0.565,0.1157894737,1.21E+19,2.021303047
2025-01-27,40.2108,28.9525,10.39,4,Nilüfer (Bursa),Kuzey Anadolu Fay Zonu Ulubat Fayı,7,2,3,strike-slip + minor vertical,50,15,3.5,3,650,1855,7,170,0.595,0.06,1.34E+19,2.051132989
2025-01-27,40.4342,28.8222,14.4,2,Marmara Denizi - Gemlik Körfezi - [05.35 km] Mudanya (Bursa),Kuzey Anadolu Fay Zonu,10,2,3,strike-slip,1200,15,7.5,5,550,1999,7.4,26,0.195,0.004166666667,1.05E+20,2.648285581
2025-01-23,40.2886,26.9836,10.6,2.1,Lapseki (Çanakkale),Kuzey Anadolu Fay Zonu,32,5,3.5,strike-slip,1200,15,7.5,5,550,1999,7.4,26,0.195,0.004166666667,1.05E+20,2.648285581
2025-01-14,40.6536,29.2844,10.42,2.4,Merkez (Yalova),Kuzey Anadolu Fay Zonu,30,2.7,4,strike-slip,1200,15,7.5,5,550,1999,7.4,26,0.195,0.004166666667,1.05E+20,2.648285581
2025-01-14,40.6747,29.2256,10.6,2.2,Marmara Denizi - [03.17 km] Merkez (Yalova),Kuzey Anadolu Fay Zonu,30,2.7,4,strike-slip,1200,15,7.5,5,550,1999,7.4,26,0.195,0.004166666667,1.05E+20,2.648285581
2025-01-11,40.8219,28.4406,7.17,2,Marmara Denizi - [20.81 km] Büyükçekmece (İstanbul),Kuzey Anadolu Fay Zonu,10,2,3,strike-slip,1200,15,7.5,5,550,1999,7.4,26,0.195,0.004166666667,1.05E+20,2.648285581
2025-01-11,40.8206,28.4375,6.97,2,Marmara Denizi - [21.06 km] Büyükçekmece (İstanbul),Kuzey Anadolu Fay Zonu,10,2,3,strike-slip,1200,15,7.5,5,550,1999,7.4,26,0.195,0.004166666667,1.05E+20,2.648285581
2025-01-10,40.8247,28.4564,6.96,2.3,Marmara Denizi - [20.03 km] Büyükçekmece (İstanbul),Kuzey Anadolu Fay Zonu,10,2,3,strike-slip,1200,15,7.5,5,550,1999,7.4,26,0.195,0.004166666667,1.05E+20,2.648285581
2025-01-10,40.8231,28.3825,7.01,2.5,Marmara Denizi - [22.91 km] Büyükçekmece (İstanbul),Kuzey Anadolu Fay Zonu,10,2,3,strike-slip,1200,15,7.5,5,550,1999,7.4,26,0.195,0.004166666667,1.05E+20,2.648285581
2025-01-10,40.8239,28.4456,6.83,3.3,Marmara Denizi - [20.45 km] Büyükçekmece (İstanbul),Kuzey Anadolu Fay Zonu,10,2,3,strike-slip,1200,15,7.5,5,550,1999,7.4,26,0.195,0.004166666667,1.05E+20,2.648285581
2025-01-09,40.7806,28.9481,9.54,2.2,Marmara Denizi - [10.16 km] Adalar (İstanbul),Kuzey Anadolu Fay Zonu,30,2.7,4,strike-slip,1200,15,7.5,5,550,1999,7.4,26,0.195,0.004166666667,1.05E+20,2.648285581
2025-01-05,40.8192,27.5156,7.72,3.3,Marmara Denizi - [07.27 km] Süleymanpaşa (Tekirdağ),Kuzey Anadolu Fay Zonu Ganos Fayı,15,5,1.5,strike-slip,47.5,15,5,5.5,400,1912,7.4,113,0.565,0.1157894737,1.21E+19,2.021303047
2025-01-05,40.8183,28.06,7,3.1,Marmara Denizi - [18.51 km] Marmaraereğlisi (Tekirdağ),Kuzey Anadolu Fay Zonu Ganos Fayı,15,2,2,strike-slip,47.5,15,5,5.5,400,1912,7.4,113,0.565,0.1157894737,1.21E+19,2.021303047
2025-01-02,40.4272,28.8403,10.82,2.2,Marmara Denizi - Gemlik Körfezi - [04.88 km] Mudanya (Bursa),Kuzey Anadolu Fay Zonu,10,2,3,strike-slip,1200,15,7.5,5,550,1999,7.4,26,0.195,0.004166666667,1.05E+20,2.648285581
2024-12-31,40.0875,27.4189,7.84,2.5,Yenice (Çanakkale),Yenice-Gönen Fay Zonu,10,3,3,strike-slip,47.5,11,2.433333333,4.3,250,1953,7.4,72,0.1752,0.09052631579,2.75E+18,1.592494434
2024-12-31,40.7403,27.3008,10.02,2,Şarköy (Tekirdağ),Kuzey Anadolu Fay Zonu Ganos Fayı,15,3,1.5,strike-slip,47.5,15,5,5.5,400,1912,7.4,113,0.565,0.1157894737,1.21E+19,2.021303047
2024-12-30,40.0078,28.8542,12.56,2.1,Orhaneli (Bursa),Orhaneli Fayı,15,4,3,strike-slip + thrust,30,13.33333333,2.5,1.433333333,700,1855,6.9,170,0.425,0.04777777778,5.10E+18,1.771713451
2024-12-29,40.3061,26.9572,10.81,2,Lapseki (Çanakkale),Kuzey Anadolu Fay Zonu,10,5,1.5,strike-slip,1200,15,7.5,5,550,1999,7.4,26,0.195,0.004166666667,1.05E+20,2.648285581
2024-12-29,40.2925,27.0156,9.05,2.2,Biga (Çanakkale),Kuzey Anadolu Fay Zonu,10,5,1.5,strike-slip,1200,15,7.5,5,550,1999,7.4,26,0.195,0.004166666667,1.05E+20,2.648285581
2024-12-28,39.6181,26.4531,9.97,2.3,Ayvacık (Çanakkale),Kuzey Anadolu Fay Zonu,27,4,4,strike-slip,1200,15,7.5,5,550,1999,7.4,26,0.195,0.004166666667,1.05E+20,2.648285581
2024-12-25,40.8003,27.7908,6.94,2.4,Marmara Denizi - [19.87 km] Marmara (Balıkesir),Kuzey Anadolu Fay Zonu Ganos Fayı,15,5,2,strike-slip,47.5,15,5,5.5,400,1912,7.4,113,0.565,0.1157894737,1.21E+19,2.021303047
2024-12-22,40.8183,27.9522,7,3.5,Marmara Denizi - [16.40 km] Marmaraereğlisi (Tekirdağ),Kuzey Anadolu Fay Zonu Ganos Fayı,15,2,2,strike-slip,47.5,15,5,5.5,400,1912,7.4,113,0.565,0.1157894737,1.21E+19,2.021303047
2024-12-21,40.9758,28.7258,9.82,2.5,Avcılar (İstanbul),Kuzey Anadolu Fay Zonu,30,2.7,4,strike-slip,1200,15,7.5,5,550,1999,7.4,26,0.195,0.004166666667,1.05E+20,2.648285581
2024-12-21,40.7233,27.3594,13.71,2.1,Marmara Denizi - [03.42 km] Şarköy (Tekirdağ),Kuzey Anadolu Fay Zonu Ganos Fayı,15,3,1.5,strike-slip,47.5,15,5,5.5,400,1912,7.4,113,0.565,0.1157894737,1.21E+19,2.021303047
2024-12-20,40.4019,28.4711,9.1,2,Marmara Denizi - [04.92 km] Karacabey (Bursa),Kuzey Anadolu Fay Zonu Ulubat Fayı,16,4,3,strike-slip + minor vertical,50,15,3.5,3,650,1855,7,170,0.595,0.06,1.34E+19,2.051132989
2024-12-20,40.4158,28.8414,6.62,2.1,Marmara Denizi - Gemlik Körfezi - [03.69 km] Mudanya (Bursa),Kuzey Anadolu Fay Zonu Ulubat Fayı,7,2,3,strike-slip + minor vertical,50,15,3.5,3,650,1855,7,170,0.595,0.06,1.34E+19,2.051132989
2024-12-19,40.4222,28.8272,7.26,2.1,Marmara Denizi - Gemlik Körfezi - [04.19 km] Mudanya (Bursa),Kuzey Anadolu Fay Zonu Ulubat Fayı,7,2,3,strike-slip + minor vertical,50,15,3.5,3,650,1855,7,170,0.595,0.06,1.34E+19,2.051132989
2024-12-19,40.69,29.2594,9.89,2.3,Marmara Denizi - [03.80 km] Merkez (Yalova),Kuzey Anadolu Fay Zonu,30,2.7,4,strike-slip,1200,15,7.5,5,550,1999,7.4,26,0.195,0.004166666667,1.05E+20,2.648285581
2024-12-16,40.6247,27.5936,16.14,2,"Marmara Denizi, Marmara Adası, Marmara (Balıkesir)",Kuzey Anadolu Fay Zonu Ganos Fayı,26,5,3,strike-slip,47.5,15,5,5.5,400,1912,7.4,113,0.565,0.1157894737,1.21E+19,2.021303047
2024-12-16,40.7858,27.475,7.01,2.3,Marmara Denizi - [07.87 km] Süleymanpaşa (Tekirdağ),Kuzey Anadolu Fay Zonu Ganos Fayı,15,5,1.5,strike-slip,47.5,15,5,5.5,400,1912,7.4,113,0.565,0.1157894737,1.21E+19,2.021303047
2024-12-12,40.4153,26.26,12.97,2,Ege Denizi - Saros Körfezi - [12.14 km] Eceabat (Çanakkale),Troya Fayı,11,2,3,oblique / uncertain,35,13,1.5,0.8,566.6666667,1910.333333,7.2,114.6666667,0.172,0.02285714286,2.35E+18,1.547107399
2024-12-12,40.4219,26.2369,8.69,4.4,Ege Denizi - Saros Körfezi - [13.95 km] Eceabat (Çanakkale),Troya Fayı,11,2,3,oblique / uncertain,35,13,1.5,0.8,566.6666667,1910.333333,7.2,114.6666667,0.172,0.02285714286,2.35E+18,1.547107399
2024-12-09,40.1075,27.6708,11.28,2,Gönen (Balıkesir),Yenice-Gönen Fay Zonu,20,3,2.5,strike-slip,47.5,11,2.433333333,4.3,250,1953,7.4,72,0.1752,0.09052631579,2.75E+18,1.592494434
2024-12-06,40.2942,27.0028,9.2,2.7,Biga (Çanakkale),Kuzey Anadolu Fay Zonu,10,5,1.5,strike-slip,1200,15,7.5,5,550,1999,7.4,26,0.195,0.004166666667,1.05E+20,2.648285581
2024-12-05,40.2831,26.9911,10.82,3.1,Biga (Çanakkale),Kuzey Anadolu Fay Zonu,32,5,3.5,strike-slip,1200,15,7.5,5,550,1999,7.4,26,0.195,0.004166666667,1.05E+20,2.648285581
2024-12-03,40.3917,28.6533,7.01,3.6,Marmara Denizi - [03.86 km] Mudanya (Bursa),Kuzey Anadolu Fay Zonu Ulubat Fayı,16,2,3,strike-slip + minor vertical,50,15,3.5,3,650,1855,7,170,0.595,0.06,1.34E+19,2.051132989
2024-12-03,39.6683,27.8392,13.88,2.4,Karesi (Balıkesir),Havran-Balıkesir Fayı,19,3.5,3.5,strike-slip + transpression,75,13.33333333,2.5,1.433333333,600,1898,6.9,127,0.3175,0.01911111111,9.53E+18,1.952576656
2024-12-01,40.8047,27.7056,7,2.3,Marmara Denizi - [17.35 km] Marmara (Balıkesir),Kuzey Anadolu Fay Zonu Ganos Fayı,26,5,3,strike-slip,47.5,15,5,5.5,400,1912,7.4,113,0.565,0.1157894737,1.21E+19,2.021303047
2024-12-01,40.3956,28.835,7.02,2.4,Marmara Denizi - Gemlik Körfezi - [01.40 km] Mudanya (Bursa),Kuzey Anadolu Fay Zonu Ulubat Fayı,7,2,3,strike-slip + minor vertical,50,15,3.5,3,650,1855,7,170,0.595,0.06,1.34E+19,2.051132989
2024-12-01,40.8164,28.2939,7,2.2,Marmara Denizi - [27.36 km] Büyükçekmece (İstanbul),Kuzey Anadolu Fay Zonu Ulubat Fayı,16,2,3,strike-slip + minor vertical,50,15,3.5,3,650,1855,7,170,0.595,0.06,1.34E+19,2.051132989
