Date,Latitude,Longitude,Depth_km,Magnitude_ML,Location,Nearest_Fault,Fault_Length_km,Fault_Width_m,Fault_Depth_m,Fault_Type,Length_km,Seismogenic_Depth_km,Slip_Rate_mm_per_yr,Max_Surface_Slip_m,Recurrence_Interval_yr,Last_Event_Year,Last_Event_Mw,Elapsed_Time_yr,Slip_Deficit_m,Normalized_Slip_m_per_km,Moment_Potential_Nm,Mw_Potential
2014-08-24,39.8805,29.1708,6.98,2,Keles (Bursa),Orhaneli Fayı,12,4,3,strike-slip + thrust,30,13.33333333,2.5,1.433333333,700,1855,6.9,170,0.425,0.04777777778,5.10E+18,1.771713451
2014-08-23,40.1225,28.2936,10.91,2.6,Karacabey (Bursa),Mustafakemalpaşa Fayı,50,4,2.6,strike-slip + minor normal,47.5,13.33333333,2.5,1.433333333,750,1650,7,375,0.9375,0.0301754386,1.78E+19,2.133816585
2014-08-23,39.9248,29.2115,7.03,2.1,Keles (Bursa),Orhaneli Fayı,12,4,3,strike-slip + thrust,30,13.33333333,2.5,1.433333333,700,1855,6.9,170,0.425,0.04777777778,5.10E+18,1.771713451
2014-08-22,40.3866,26.1596,7,2.4,Ege Denizi - [16.26 km] Eceabat (Çanakkale),Troya Fayı,11,2,3,oblique / uncertain,35,13,1.5,0.8,566.6666667,1910.333333,7.2,114.6666667,0.172,0.02285714286,2.35E+18,1.547107399
2014-08-22,40.3985,28.8033,7.01,2.1,Marmara Denizi - Gemlik Körfezi - [01.16 km] Mudanya (Bursa),Kuzey Anadolu Fay Zonu Ulubat Fayı,16,2,3,strike-slip + minor vertical,50,15,3.5,3,650,1855,7,170,0.595,0.06,1.34E+19,2.051132989
2014-08-21,39.882,28.8685,6.95,2,Orhaneli (Bursa),Orhaneli Fayı,15,4,3,strike-slip + thrust,30,13.33333333,2.5,1.433333333,700,1855,6.9,170,0.425,0.04777777778,5.10E+18,1.771713451
2014-08-20,39.9048,29.148,6.99,2.1,Keles (Bursa),Orhaneli Fayı,12,4,3,strike-slip + thrust,30,13.33333333,2.5,1.433333333,700,1855,6.9,170,0.425,0.04777777778,5.10E+18,1.771713451
2014-08-20,39.9828,28.7166,6.96,2,Mustafakemalpaşa (Bursa),Orhaneli Fayı,15,4,3,strike-slip + thrust,30,13.33333333,2.5,1.433333333,700,1855,6.9,170,0.425,0.04777777778,5.10E+18,1.771713451
2014-08-16,39.6411,29.4348,7,2.2,Tavşanlı (Kütahya),Orhaneli Fayı,12,4,3,strike-slip + thrust,30,13.33333333,2.5,1.433333333,700,1855,6.9,170,0.425,0.04777777778,5.10E+18,1.771713451
2014-08-15,40.307,27.1086,7.03,2.4,Biga (Çanakkale),Bekten Fayı,8,4,2,strike-slip + minor thrust,20,14.33333333,3.333333333,3.1,450,1650,7.1,375,1.25,0.155,1.08E+19,1.987605643
2014-08-15,39.8166,26.1451,6.47,2,Ege Denizi - [04.17 km] Ezine (Çanakkale),Troya Fayı,6,2,4.5,oblique / uncertain,35,13,1.5,0.8,566.6666667,1910.333333,7.2,114.6666667,0.172,0.02285714286,2.35E+18,1.547107399
2014-08-15,40.5896,29.0173,10.44,2,Çınarcık (Yalova),Kuzey Anadolu Fay Zonu,10,2,3,strike-slip,1200,15,7.5,5,550,1999,7.4,26,0.195,0.004166666667,1.05E+20,2.648285581
2014-08-15,39.6748,29.4163,7,2,Tavşanlı (Kütahya),Orhaneli Fayı,12,4,3,strike-slip + thrust,30,13.33333333,2.5,1.433333333,700,1855,6.9,170,0.425,0.04777777778,5.10E+18,1.771713451
2014-08-14,40.0666,28.6841,7.02,2.3,Mustafakemalpaşa (Bursa),Kuzey Anadolu Fay Zonu Ulubat Fayı,16,4,3,strike-slip + minor vertical,50,15,3.5,3,650,1855,7,170,0.595,0.06,1.34E+19,2.051132989
2014-08-14,40.3351,27.1468,18.29,2.5,Biga (Çanakkale),Kuzey Anadolu Fay Zonu Ganos Fayı,8,4,2,strike-slip,47.5,15,5,5.5,400,1912,7.4,113,0.565,0.1157894737,1.21E+19,2.021303047
2014-08-14,40.3591,26.032,12.14,2.1,Ege Denizi - [16.48 km] Gökçeada (Çanakkale),Troya Fayı,11,2,3,oblique / uncertain,35,13,1.5,0.8,566.6666667,1910.333333,7.2,114.6666667,0.172,0.02285714286,2.35E+18,1.547107399
2014-08-12,40.333,27.0518,5.97,2.5,Biga (Çanakkale),Kuzey Anadolu Fay Zonu,25,5,3,strike-slip,1200,15,7.5,5,550,1999,7.4,26,0.195,0.004166666667,1.05E+20,2.648285581
2014-08-12,40.2123,26.287,6.89,2.7,Eceabat (Çanakkale),Troya Fayı,11,2,3,oblique / uncertain,35,13,1.5,0.8,566.6666667,1910.333333,7.2,114.6666667,0.172,0.02285714286,2.35E+18,1.547107399
2014-08-12,40.2833,26.0088,7.24,2.1,Ege Denizi - [08.31 km] Gökçeada (Çanakkale),Troya Fayı,11,2,3,oblique / uncertain,35,13,1.5,0.8,566.6666667,1910.333333,7.2,114.6666667,0.172,0.02285714286,2.35E+18,1.547107399
2014-08-11,40.3103,26.01,6.4,2.3,Ege Denizi - [10.82 km] Gökçeada (Çanakkale),Troya Fayı,11,2,3,oblique / uncertain,35,13,1.5,0.8,566.6666667,1910.333333,7.2,114.6666667,0.172,0.02285714286,2.35E+18,1.547107399
2014-08-11,40.2963,26.012,7.01,2.5,Ege Denizi - [09.62 km] Gökçeada (Çanakkale),Troya Fayı,11,2,3,oblique / uncertain,35,13,1.5,0.8,566.6666667,1910.333333,7.2,114.6666667,0.172,0.02285714286,2.35E+18,1.547107399
2014-08-11,40.2758,26.0108,7,2.2,Ege Denizi - [07.82 km] Gökçeada (Çanakkale),Troya Fayı,11,2,3,oblique / uncertain,35,13,1.5,0.8,566.6666667,1910.333333,7.2,114.6666667,0.172,0.02285714286,2.35E+18,1.547107399
2014-08-11,40.321,26.0166,8.76,4.1,Ege Denizi - [12.13 km] Gökçeada (Çanakkale),Troya Fayı,11,2,3,oblique / uncertain,35,13,1.5,0.8,566.6666667,1910.333333,7.2,114.6666667,0.172,0.02285714286,2.35E+18,1.547107399
2014-08-11,40.3291,26.028,6.1,3,Ege Denizi - [13.40 km] Gökçeada (Çanakkale),Troya Fayı,11,2,3,oblique / uncertain,35,13,1.5,0.8,566.6666667,1910.333333,7.2,114.6666667,0.172,0.02285714286,2.35E+18,1.547107399
2014-08-11,40.3166,26.0441,5.66,2.5,Ege Denizi - [13.08 km] Gökçeada (Çanakkale),Troya Fayı,11,2,3,oblique / uncertain,35,13,1.5,0.8,566.6666667,1910.333333,7.2,114.6666667,0.172,0.02285714286,2.35E+18,1.547107399
2014-08-10,40.3401,27.1225,5.94,2.1,Biga (Çanakkale),Kuzey Anadolu Fay Zonu Ganos Fayı,25,4,3,strike-slip,47.5,15,5,5.5,400,1912,7.4,113,0.565,0.1157894737,1.21E+19,2.021303047
2014-08-10,40.6308,29.1718,10.78,2.8,Termal (Yalova),Kuzey Anadolu Fay Zonu,30,2.7,4,strike-slip,1200,15,7.5,5,550,1999,7.4,26,0.195,0.004166666667,1.05E+20,2.648285581
2014-08-10,40.2985,26.009,7.09,2.5,Ege Denizi - [09.67 km] Gökçeada (Çanakkale),Troya Fayı,11,2,3,oblique / uncertain,35,13,1.5,0.8,566.6666667,1910.333333,7.2,114.6666667,0.172,0.02285714286,2.35E+18,1.547107399
2014-08-10,39.603,26.1313,15.85,2.7,Ege Denizi - [05.16 km] Ayvacık (Çanakkale),Troya Fayı,6,2,4.5,oblique / uncertain,35,13,1.5,0.8,566.6666667,1910.333333,7.2,114.6666667,0.172,0.02285714286,2.35E+18,1.547107399
2014-08-10,39.586,26.0883,13.99,3.1,Ege Denizi - [06.37 km] Ayvacık (Çanakkale),Troya Fayı,6,2,4.5,oblique / uncertain,35,13,1.5,0.8,566.6666667,1910.333333,7.2,114.6666667,0.172,0.02285714286,2.35E+18,1.547107399
2014-08-08,40.4195,26.1883,13.64,3,Ege Denizi - Saros Körfezi - [16.81 km] Eceabat (Çanakkale),Troya Fayı,11,2,3,oblique / uncertain,35,13,1.5,0.8,566.6666667,1910.333333,7.2,114.6666667,0.172,0.02285714286,2.35E+18,1.547107399
2014-08-07,39.567,26.0971,7.01,2.2,Ege Denizi - [04.15 km] Ayvacık (Çanakkale),Troya Fayı,6,2,4.5,oblique / uncertain,35,13,1.5,0.8,566.6666667,1910.333333,7.2,114.6666667,0.172,0.02285714286,2.35E+18,1.547107399
2014-08-07,39.6066,28.8666,7.15,2,Dursunbey (Balıkesir),Orhaneli Fayı,12,4,3,strike-slip + thrust,30,13.33333333,2.5,1.433333333,700,1855,6.9,170,0.425,0.04777777778,5.10E+18,1.771713451
2014-08-07,39.5625,26.0905,12.46,2.5,Ege Denizi - [04.04 km] Ayvacık (Çanakkale),Troya Fayı,6,2,4.5,oblique / uncertain,35,13,1.5,0.8,566.6666667,1910.333333,7.2,114.6666667,0.172,0.02285714286,2.35E+18,1.547107399
2014-08-07,39.5616,26.0895,6.82,2.2,Ege Denizi - [04.01 km] Ayvacık (Çanakkale),Troya Fayı,6,2,4.5,oblique / uncertain,35,13,1.5,0.8,566.6666667,1910.333333,7.2,114.6666667,0.172,0.02285714286,2.35E+18,1.547107399
2014-08-07,39.5745,26.0973,7.77,2.9,Ege Denizi - [04.89 km] Ayvacık (Çanakkale),Troya Fayı,6,2,4.5,oblique / uncertain,35,13,1.5,0.8,566.6666667,1910.333333,7.2,114.6666667,0.172,0.02285714286,2.35E+18,1.547107399
2014-08-07,40.447,26.3978,6.95,3.2,Ege Denizi - Saros Körfezi - [08.69 km] Gelibolu (Çanakkale),Kuzey Anadolu Fay Zonu,11,2,3,strike-slip,1200,15,7.5,5,550,1999,7.4,26,0.195,0.004166666667,1.05E+20,2.648285581
2014-08-07,39.6158,26.1153,7.02,2.1,Ege Denizi - [06.01 km] Ayvacık (Çanakkale),Troya Fayı,6,2,4.5,oblique / uncertain,35,13,1.5,0.8,566.6666667,1910.333333,7.2,114.6666667,0.172,0.02285714286,2.35E+18,1.547107399
2014-08-07,40.6033,29.1488,6.46,2,Çınarcık (Yalova),Kuzey Anadolu Fay Zonu,10,2,3,strike-slip,1200,15,7.5,5,550,1999,7.4,26,0.195,0.004166666667,1.05E+20,2.648285581
2014-08-06,39.5658,27.6756,7,2.4,Altıeylül (Balıkesir),Havran-Balıkesir Fayı,10,15,10,strike-slip + transpression,75,13.33333333,2.5,1.433333333,600,1898,6.9,127,0.3175,0.01911111111,9.53E+18,1.952576656
2014-08-06,40.5906,29.0053,11.21,2.2,Çınarcık (Yalova),Kuzey Anadolu Fay Zonu,10,2,3,strike-slip,1200,15,7.5,5,550,1999,7.4,26,0.195,0.004166666667,1.05E+20,2.648285581
2014-08-06,40.158,27.2276,14.89,2.3,Biga (Çanakkale),Bekten Fayı,8,4,2,strike-slip + minor thrust,20,14.33333333,3.333333333,3.1,450,1650,7.1,375,1.25,0.155,1.08E+19,1.987605643
2014-08-05,40.5923,29.1626,6.99,2.1,Termal (Yalova),Kuzey Anadolu Fay Zonu,10,2,3,strike-slip,1200,15,7.5,5,550,1999,7.4,26,0.195,0.004166666667,1.05E+20,2.648285581
2014-08-05,40.592,29.1806,6.99,2.3,Termal (Yalova),Kuzey Anadolu Fay Zonu,10,2,3,strike-slip,1200,15,7.5,5,550,1999,7.4,26,0.195,0.004166666667,1.05E+20,2.648285581
2014-08-04,40.7128,27.345,7.04,2.1,Marmara Denizi - [02.70 km] Şarköy (Tekirdağ),Kuzey Anadolu Fay Zonu Ganos Fayı,15,3,1.5,strike-slip,47.5,15,5,5.5,400,1912,7.4,113,0.565,0.1157894737,1.21E+19,2.021303047
2014-08-04,39.5043,27.6815,8.58,2,Savaştepe (Balıkesir),Havran-Balıkesir Fayı,10,15,10,strike-slip + transpression,75,13.33333333,2.5,1.433333333,600,1898,6.9,127,0.3175,0.01911111111,9.53E+18,1.952576656
2014-08-03,40.5935,29.17,6.96,2.5,Termal (Yalova),Kuzey Anadolu Fay Zonu,10,2,3,strike-slip,1200,15,7.5,5,550,1999,7.4,26,0.195,0.004166666667,1.05E+20,2.648285581
2014-08-03,40.5976,29.158,7.01,2.6,Termal (Yalova),Kuzey Anadolu Fay Zonu,10,2,3,strike-slip,1200,15,7.5,5,550,1999,7.4,26,0.195,0.004166666667,1.05E+20,2.648285581
2014-08-03,40.5916,29.1678,10.17,4,Termal (Yalova),Kuzey Anadolu Fay Zonu,10,2,3,strike-slip,1200,15,7.5,5,550,1999,7.4,26,0.195,0.004166666667,1.05E+20,2.648285581
2014-08-03,40.5825,29.1553,10.26,3,Termal (Yalova),Kuzey Anadolu Fay Zonu,10,2,3,strike-slip,1200,15,7.5,5,550,1999,7.4,26,0.195,0.004166666667,1.05E+20,2.648285581
2014-08-03,40.5948,29.1705,11.19,3,Termal (Yalova),Kuzey Anadolu Fay Zonu,10,2,3,strike-slip,1200,15,7.5,5,550,1999,7.4,26,0.195,0.004166666667,1.05E+20,2.648285581
2014-08-03,40.6003,29.1285,7.04,2.1,Çınarcık (Yalova),Kuzey Anadolu Fay Zonu,10,2,3,strike-slip,1200,15,7.5,5,550,1999,7.4,26,0.195,0.004166666667,1.05E+20,2.648285581
2014-08-03,39.8865,29.1993,6.9,2,Keles (Bursa),Orhaneli Fayı,12,4,3,strike-slip + thrust,30,13.33333333,2.5,1.433333333,700,1855,6.9,170,0.425,0.04777777778,5.10E+18,1.771713451
2014-08-03,40.5983,29.1888,7.76,2.4,Gökçe Barajı - [01.11 km] Termal (Yalova),Kuzey Anadolu Fay Zonu,30,2.7,4,strike-slip,1200,15,7.5,5,550,1999,7.4,26,0.195,0.004166666667,1.05E+20,2.648285581
2014-08-03,40.2596,29.5063,7.06,3.3,Yenişehir (Bursa),Kuzey Anadolu Fay Zonu,14,1.5,2,strike-slip,1200,15,7.5,5,550,1999,7.4,26,0.195,0.004166666667,1.05E+20,2.648285581
2014-08-03,40.6123,29.1713,3.99,3.6,Termal (Yalova),Kuzey Anadolu Fay Zonu,30,2.7,4,strike-slip,1200,15,7.5,5,550,1999,7.4,26,0.195,0.004166666667,1.05E+20,2.648285581
2014-08-03,40.3936,26.2911,7.06,2.1,Ege Denizi - Saros Körfezi - [08.66 km] Eceabat (Çanakkale),Troya Fayı,11,2,3,oblique / uncertain,35,13,1.5,0.8,566.6666667,1910.333333,7.2,114.6666667,0.172,0.02285714286,2.35E+18,1.547107399
2014-08-03,39.728,28.468,2.24,2.1,Kepsut (Balıkesir),Mustafakemalpaşa Fayı,20,4,2.3,strike-slip + minor normal,47.5,13.33333333,2.5,1.433333333,750,1650,7,375,0.9375,0.0301754386,1.78E+19,2.133816585
2014-08-03,40.5736,29.1491,6.76,2.2,Gemlik (Bursa),Kuzey Anadolu Fay Zonu,10,2,3,strike-slip,1200,15,7.5,5,550,1999,7.4,26,0.195,0.004166666667,1.05E+20,2.648285581
2014-08-03,40.6016,29.1818,3.21,3.1,Termal (Yalova),Kuzey Anadolu Fay Zonu,30,2.7,4,strike-slip,1200,15,7.5,5,550,1999,7.4,26,0.195,0.004166666667,1.05E+20,2.648285581
2014-08-02,40.587,29.1538,7.02,2.2,Termal (Yalova),Kuzey Anadolu Fay Zonu,10,2,3,strike-slip,1200,15,7.5,5,550,1999,7.4,26,0.195,0.004166666667,1.05E+20,2.648285581
2014-08-01,40.4158,26.272,6.88,2.2,Ege Denizi - Saros Körfezi - [11.61 km] Eceabat (Çanakkale),Troya Fayı,11,2,3,oblique / uncertain,35,13,1.5,0.8,566.6666667,1910.333333,7.2,114.6666667,0.172,0.02285714286,2.35E+18,1.547107399
2014-07-31,39.5711,28.8765,6.97,2.4,Dursunbey (Balıkesir),Orhaneli Fayı,12,4,3,strike-slip + thrust,30,13.33333333,2.5,1.433333333,700,1855,6.9,170,0.425,0.04777777778,5.10E+18,1.771713451
2014-07-31,40.2815,27.3091,15.17,2.3,Biga (Çanakkale),Bekten Fayı,8,4,2,strike-slip + minor thrust,20,14.33333333,3.333333333,3.1,450,1650,7.1,375,1.25,0.155,1.08E+19,1.987605643
2014-07-30,40.2861,26.0026,8.94,2.2,Ege Denizi - [08.23 km] Gökçeada (Çanakkale),Troya Fayı,11,2,3,oblique / uncertain,35,13,1.5,0.8,566.6666667,1910.333333,7.2,114.6666667,0.172,0.02285714286,2.35E+18,1.547107399
2014-07-29,39.5095,27.998,7.01,2.6,Altıeylül (Balıkesir),Havran-Balıkesir Fayı,8,3.5,3.5,strike-slip + transpression,75,13.33333333,2.5,1.433333333,600,1898,6.9,127,0.3175,0.01911111111,9.53E+18,1.952576656
2014-07-29,40.2478,26.0651,8.01,2.4,Ege Denizi - [10.46 km] Gökçeada (Çanakkale),Troya Fayı,11,2,3,oblique / uncertain,35,13,1.5,0.8,566.6666667,1910.333333,7.2,114.6666667,0.172,0.02285714286,2.35E+18,1.547107399
2014-07-29,40.389,26.1511,7.13,2.2,Ege Denizi - [17.01 km] Eceabat (Çanakkale),Troya Fayı,11,2,3,oblique / uncertain,35,13,1.5,0.8,566.6666667,1910.333333,7.2,114.6666667,0.172,0.02285714286,2.35E+18,1.547107399
2014-07-28,40.2525,26.0235,7.7,2,Ege Denizi - [07.25 km] Gökçeada (Çanakkale),Troya Fayı,11,2,3,oblique / uncertain,35,13,1.5,0.8,566.6666667,1910.333333,7.2,114.6666667,0.172,0.02285714286,2.35E+18,1.547107399
2014-07-28,39.8348,26.205,9.64,2.8,Ezine (Çanakkale),Troya Fayı,6,2,4.5,oblique / uncertain,35,13,1.5,0.8,566.6666667,1910.333333,7.2,114.6666667,0.172,0.02285714286,2.35E+18,1.547107399
2014-07-28,40.388,26.154,7.03,2.1,Ege Denizi - [16.74 km] Eceabat (Çanakkale),Troya Fayı,11,2,3,oblique / uncertain,35,13,1.5,0.8,566.6666667,1910.333333,7.2,114.6666667,0.172,0.02285714286,2.35E+18,1.547107399
2014-07-28,40.1521,26.9223,7.09,2,Biga (Çanakkale),Bekten Fayı,32,5,3.5,strike-slip + minor thrust,20,14.33333333,3.333333333,3.1,450,1650,7.1,375,1.25,0.155,1.08E+19,1.987605643
2014-07-27,40.151,26.9065,7,3.6,Lapseki (Çanakkale),Bekten Fayı,32,5,3.5,strike-slip + minor thrust,20,14.33333333,3.333333333,3.1,450,1650,7.1,375,1.25,0.155,1.08E+19,1.987605643
2014-07-27,40.3303,27.5618,15.16,2.6,Marmara Denizi - Erdek Körfezi - [06.66 km] Gönen (Balıkesir),Yenice-Gönen Fay Zonu,20,3,2.5,strike-slip,47.5,11,2.433333333,4.3,250,1953,7.4,72,0.1752,0.09052631579,2.75E+18,1.592494434
2014-07-26,40.4021,26.1586,22.74,2.7,Ege Denizi - [17.33 km] Eceabat (Çanakkale),Troya Fayı,11,2,3,oblique / uncertain,35,13,1.5,0.8,566.6666667,1910.333333,7.2,114.6666667,0.172,0.02285714286,2.35E+18,1.547107399
2014-07-26,40.3986,26.2026,7.07,2.1,Ege Denizi - Saros Körfezi - [14.29 km] Eceabat (Çanakkale),Troya Fayı,11,2,3,oblique / uncertain,35,13,1.5,0.8,566.6666667,1910.333333,7.2,114.6666667,0.172,0.02285714286,2.35E+18,1.547107399
2014-07-26,39.6356,29.4018,7.01,2.1,Tavşanlı (Kütahya),Orhaneli Fayı,12,4,3,strike-slip + thrust,30,13.33333333,2.5,1.433333333,700,1855,6.9,170,0.425,0.04777777778,5.10E+18,1.771713451
2014-07-25,40.2858,26.0108,6.17,2.2,Ege Denizi - [08.64 km] Gökçeada (Çanakkale),Troya Fayı,11,2,3,oblique / uncertain,35,13,1.5,0.8,566.6666667,1910.333333,7.2,114.6666667,0.172,0.02285714286,2.35E+18,1.547107399
2014-07-25,40.1636,26.9023,7.1,2.1,Lapseki (Çanakkale),Bekten Fayı,32,5,3.5,strike-slip + minor thrust,20,14.33333333,3.333333333,3.1,450,1650,7.1,375,1.25,0.155,1.08E+19,1.987605643
2014-07-25,40.7968,29.037,7.68,2.4,Marmara Denizi - [08.44 km] Adalar (İstanbul),Kuzey Anadolu Fay Zonu,30,2.7,4,strike-slip,1200,15,7.5,5,550,1999,7.4,26,0.195,0.004166666667,1.05E+20,2.648285581
2014-07-24,40.4106,26.2628,6.95,2.3,Ege Denizi - Saros Körfezi - [11.59 km] Eceabat (Çanakkale),Troya Fayı,11,2,3,oblique / uncertain,35,13,1.5,0.8,566.6666667,1910.333333,7.2,114.6666667,0.172,0.02285714286,2.35E+18,1.547107399
2014-07-23,39.8933,27.8013,7,2,Balya (Balıkesir),Havran-Balıkesir Fayı,19,3.5,3.5,strike-slip + transpression,75,13.33333333,2.5,1.433333333,600,1898,6.9,127,0.3175,0.01911111111,9.53E+18,1.952576656
2014-07-23,40.2431,26.2515,6.86,2.7,Ege Denizi - [06.49 km] Eceabat (Çanakkale),Troya Fayı,11,2,3,oblique / uncertain,35,13,1.5,0.8,566.6666667,1910.333333,7.2,114.6666667,0.172,0.02285714286,2.35E+18,1.547107399
2014-07-23,40.2486,26.2505,7.01,2.5,Ege Denizi - [06.72 km] Eceabat (Çanakkale),Troya Fayı,11,2,3,oblique / uncertain,35,13,1.5,0.8,566.6666667,1910.333333,7.2,114.6666667,0.172,0.02285714286,2.35E+18,1.547107399
2014-07-22,40.3593,26.1181,6.95,2.2,Ege Denizi - [18.09 km] Eceabat (Çanakkale),Troya Fayı,11,2,3,oblique / uncertain,35,13,1.5,0.8,566.6666667,1910.333333,7.2,114.6666667,0.172,0.02285714286,2.35E+18,1.547107399
2014-07-22,39.6316,28.8373,7.02,2.4,Büyükorhan (Bursa),Orhaneli Fayı,12,4,3,strike-slip + thrust,30,13.33333333,2.5,1.433333333,700,1855,6.9,170,0.425,0.04777777778,5.10E+18,1.771713451
2014-07-22,39.9076,29.119,7,2.1,Keles (Bursa),Orhaneli Fayı,12,4,3,strike-slip + thrust,30,13.33333333,2.5,1.433333333,700,1855,6.9,170,0.425,0.04777777778,5.10E+18,1.771713451
2014-07-22,40.8006,28.1121,7.05,2.2,Marmara Denizi - [22.49 km] Marmaraereğlisi (Tekirdağ),Kuzey Anadolu Fay Zonu Ganos Fayı,15,2,2,strike-slip,47.5,15,5,5.5,400,1912,7.4,113,0.565,0.1157894737,1.21E+19,2.021303047
2014-07-22,40.3393,29.1031,6.42,2.4,Osmangazi (Bursa),Kuzey Anadolu Fay Zonu,10,2,3,strike-slip,1200,15,7.5,5,550,1999,7.4,26,0.195,0.004166666667,1.05E+20,2.648285581
2014-07-21,40.3495,26.0928,6.99,2.3,Ege Denizi - [18.55 km] Gökçeada (Çanakkale),Troya Fayı,11,2,3,oblique / uncertain,35,13,1.5,0.8,566.6666667,1910.333333,7.2,114.6666667,0.172,0.02285714286,2.35E+18,1.547107399
2014-07-21,40.4411,26.367,7,2.3,Ege Denizi - Saros Körfezi - [10.51 km] Gelibolu (Çanakkale),Kuzey Anadolu Fay Zonu,11,2,3,strike-slip,1200,15,7.5,5,550,1999,7.4,26,0.195,0.004166666667,1.05E+20,2.648285581
2014-07-19,40.2455,26.109,7.37,2.1,Ege Denizi - [14.08 km] Gökçeada (Çanakkale),Troya Fayı,11,2,3,oblique / uncertain,35,13,1.5,0.8,566.6666667,1910.333333,7.2,114.6666667,0.172,0.02285714286,2.35E+18,1.547107399
2014-07-19,40.2673,27.509,12.13,2.2,Biga (Çanakkale),Yenice-Gönen Fay Zonu,20,3,2.5,strike-slip,47.5,11,2.433333333,4.3,250,1953,7.4,72,0.1752,0.09052631579,2.75E+18,1.592494434
2014-07-17,39.8396,26.1751,8.04,2.2,Ezine (Çanakkale),Troya Fayı,6,2,4.5,oblique / uncertain,35,13,1.5,0.8,566.6666667,1910.333333,7.2,114.6666667,0.172,0.02285714286,2.35E+18,1.547107399
2014-07-17,39.653,29.4723,7.02,2.1,Tavşanlı (Kütahya),Orhaneli Fayı,12,4,3,strike-slip + thrust,30,13.33333333,2.5,1.433333333,700,1855,6.9,170,0.425,0.04777777778,5.10E+18,1.771713451
2014-07-16,39.9603,28.7811,7,2.5,Mustafakemalpaşa (Bursa),Orhaneli Fayı,15,4,3,strike-slip + thrust,30,13.33333333,2.5,1.433333333,700,1855,6.9,170,0.425,0.04777777778,5.10E+18,1.771713451
2014-07-16,40.1981,26.2366,7,2.2,Ege Denizi - [08.47 km] Eceabat (Çanakkale),Troya Fayı,11,2,3,oblique / uncertain,35,13,1.5,0.8,566.6666667,1910.333333,7.2,114.6666667,0.172,0.02285714286,2.35E+18,1.547107399
2014-07-16,40.2411,26.2518,16.24,4,Ege Denizi - [06.42 km] Eceabat (Çanakkale),Troya Fayı,11,2,3,oblique / uncertain,35,13,1.5,0.8,566.6666667,1910.333333,7.2,114.6666667,0.172,0.02285714286,2.35E+18,1.547107399
2014-07-16,40.3996,26.299,6.98,2.1,Ege Denizi - Saros Körfezi - [08.91 km] Eceabat (Çanakkale),Troya Fayı,11,2,3,oblique / uncertain,35,13,1.5,0.8,566.6666667,1910.333333,7.2,114.6666667,0.172,0.02285714286,2.35E+18,1.547107399
2014-07-16,40.1601,26.8718,6.99,2,Lapseki (Çanakkale),Bekten Fayı,32,5,3.5,strike-slip + minor thrust,20,14.33333333,3.333333333,3.1,450,1650,7.1,375,1.25,0.155,1.08E+19,1.987605643
2014-07-15,40.2366,26.2776,6.97,2.2,Eceabat (Çanakkale),Troya Fayı,11,2,3,oblique / uncertain,35,13,1.5,0.8,566.6666667,1910.333333,7.2,114.6666667,0.172,0.02285714286,2.35E+18,1.547107399
2014-07-15,39.895,29.2201,7.01,2.1,Keles (Bursa),Orhaneli Fayı,12,4,3,strike-slip + thrust,30,13.33333333,2.5,1.433333333,700,1855,6.9,170,0.425,0.04777777778,5.10E+18,1.771713451
2014-07-15,39.6665,29.473,6.87,2.3,Tavşanlı (Kütahya),Orhaneli Fayı,12,4,3,strike-slip + thrust,30,13.33333333,2.5,1.433333333,700,1855,6.9,170,0.425,0.04777777778,5.10E+18,1.771713451
2014-07-14,40.3558,26.1178,7,2.2,Ege Denizi - [17.99 km] Eceabat (Çanakkale),Troya Fayı,11,2,3,oblique / uncertain,35,13,1.5,0.8,566.6666667,1910.333333,7.2,114.6666667,0.172,0.02285714286,2.35E+18,1.547107399
2014-07-14,40.5873,26.9593,13.25,2.2,Şarköy (Tekirdağ),Kuzey Anadolu Fay Zonu,25,4,3,strike-slip,1200,15,7.5,5,550,1999,7.4,26,0.195,0.004166666667,1.05E+20,2.648285581
2014-07-14,39.9016,29.1538,6.97,2,Keles (Bursa),Orhaneli Fayı,12,4,3,strike-slip + thrust,30,13.33333333,2.5,1.433333333,700,1855,6.9,170,0.425,0.04777777778,5.10E+18,1.771713451
2014-07-14,40.306,26.0043,6.83,2.2,Ege Denizi - [10.17 km] Gökçeada (Çanakkale),Troya Fayı,11,2,3,oblique / uncertain,35,13,1.5,0.8,566.6666667,1910.333333,7.2,114.6666667,0.172,0.02285714286,2.35E+18,1.547107399
2014-07-14,40.7961,27.6838,11.38,2,Marmara Denizi - [16.06 km] Marmara (Balıkesir),Kuzey Anadolu Fay Zonu Ganos Fayı,26,5,3,strike-slip,47.5,15,5,5.5,400,1912,7.4,113,0.565,0.1157894737,1.21E+19,2.021303047
2014-07-14,39.6033,26.0108,13.53,2.1,Ege Denizi - [12.11 km] Ayvacık (Çanakkale),Troya Fayı,6,2,4.5,oblique / uncertain,35,13,1.5,0.8,566.6666667,1910.333333,7.2,114.6666667,0.172,0.02285714286,2.35E+18,1.547107399
2014-07-14,39.5956,26.02,6.82,2.2,Ege Denizi - [10.96 km] Ayvacık (Çanakkale),Troya Fayı,6,2,4.5,oblique / uncertain,35,13,1.5,0.8,566.6666667,1910.333333,7.2,114.6666667,0.172,0.02285714286,2.35E+18,1.547107399
